"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Compute Workload Analysis","Executed Ipc Active","inst/cycle","1.21",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Compute Workload Analysis","Executed Ipc Elapsed","inst/cycle","1.19",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Compute Workload Analysis","Issue Slots Busy","%","30.20",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Compute Workload Analysis","Issued Ipc Active","inst/cycle","1.21",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Compute Workload Analysis","SM Busy","%","30.20",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","ComputeWorkloadAnalysis","","","","HighPipeUtilization","INF","Tensor is the highest-utilized pipeline (22.1%) based on active cycles, taking into account the rates of its different instructions. It is the logical aggregation of individual tensor pipelines. It's dominated by its Tensor (FP) sub-pipeline. It is well-utilized, but should not be a bottleneck.","",""
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","Memory Throughput","Gbyte/second","16.39",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","Mem Busy","%","87.84",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","Max Bandwidth","%","87.66",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","L1/TEX Hit Rate","%","5.89",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","L2 Compression Success Rate","%","0",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","L2 Compression Ratio","","0",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","L2 Hit Rate","%","99.71",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Memory Workload Analysis","Mem Pipes Busy","%","59.49",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","MemoryWorkloadAnalysis_Tables","","","","MemoryCacheAccessPattern","OPT","The memory access pattern for global loads from L2 might not be optimal. On average, only 28.9 of the 32 bytes transmitted per sector are utilized by each thread. This applies to the 94.1% of sectors missed in L1TEX. This could possibly be caused by a stride between threads. Check the Source Counters section for uncoalesced global loads.","global","8.038"
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","MemoryWorkloadAnalysis_Tables","","","","SharedMemoryConflicts","OPT","The memory access pattern for shared stores might not be optimal and causes on average a 1.2 - way bank conflict across all 59342848 shared store requests.This results in 11582524 bank conflicts,  which represent 16.18% of the overall 71580732 wavefronts for shared stores. Check the Source Counters section for uncoalesced shared stores.","global","9.775"
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Scheduler Statistics","One or More Eligible","%","30.19",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Scheduler Statistics","Issued Warp Per Scheduler","","0.30",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Scheduler Statistics","No Eligible","%","69.81",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Scheduler Statistics","Active Warps Per Scheduler","warp","3.95",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Scheduler Statistics","Eligible Warps Per Scheduler","warp","0.38",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","SchedulerStats","","","","IssueSlotUtilization","OPT","Every scheduler is capable of issuing one instruction per cycle, but for this kernel each scheduler only issues an instruction every 3.3 cycles. This might leave hardware resources underutilized and may lead to less optimal performance. Out of the maximum of 12 warps per scheduler, this kernel allocates an average of 3.95 active warps per scheduler, but only an average of 0.38 warps were eligible per cycle. Eligible warps are the subset of active warps that are ready to issue their next instruction. Every cycle with no eligible warp results in no instruction being issued and the issue slot remains unused. To increase the number of eligible warps, avoid possible load imbalances due to highly different execution durations per warp. Reducing stalls indicated on the Warp State Statistics and Source Counters sections can help, too.","local","12.16"
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Warp State Statistics","Warp Cycles Per Issued Instruction","cycle","13.07",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Warp State Statistics","Warp Cycles Per Executed Instruction","cycle","13.07",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Warp State Statistics","Avg. Active Threads Per Warp","","29.52",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Warp State Statistics","Avg. Not Predicated Off Threads Per Warp","","27.37",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Instruction Statistics","Avg. Executed Instructions Per Scheduler","inst","5765250.19",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Instruction Statistics","Executed Instructions","inst","2951808096",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Instruction Statistics","Avg. Issued Instructions Per Scheduler","inst","5765449.12",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Instruction Statistics","Issued Instructions","inst","2951909952",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","InstructionStats","","","","FPInstructions","OPT","This kernel executes 50528256 fused and 407633920 non-fused FP32 instructions. By converting pairs of non-fused instructions to their fused (https://docs.nvidia.com/cuda/floating-point/#cuda-and-floating-point), higher-throughput equivalent, the achieved FP32 performance could be increased by up to 44% (relative to its current performance). Check the Source page to identify where this kernel executes FP32 instructions.","global","3.752"
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Block Size","","128",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Function Cache Configuration","","CachePreferNone",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Grid Size","","16392",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Registers Per Thread","register/thread","91",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Shared Memory Configuration Size","Kbyte","102.40",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Driver Shared Memory Per Block","Kbyte/block","1.02",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Dynamic Shared Memory Per Block","Kbyte/block","21.76",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","# SMs","SM","128",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Threads","thread","2098176",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Uses Green Context","","0",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Launch Statistics","Waves Per SM","","32.02",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Block Limit SM","block","24",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Block Limit Registers","block","5",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Block Limit Shared Mem","block","4",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Block Limit Warps","block","12",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Theoretical Active Warps per SM","warp","16",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Theoretical Occupancy","%","33.33",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Achieved Occupancy","%","32.89",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","Achieved Active Warps Per SM","warp","15.79",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Occupancy","","","","TheoreticalOccupancy","OPT","The 4.00 theoretical warps per scheduler this kernel can issue according to its occupancy are below the hardware maximum of 12. This kernel's theoretical occupancy (33.3%) is limited by the required amount of shared memory.","global","12.16"
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Average DRAM Active Cycles","cycle","1481666.67",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Total DRAM Elapsed Cycles","cycle","1066752000",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Average L1 Active Cycles","cycle","19093948.13",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Total L1 Elapsed Cycles","cycle","2481996438",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Average L2 Active Cycles","cycle","16863507.14",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Total L2 Elapsed Cycles","cycle","613990224",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Average SM Active Cycles","cycle","19093948.13",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Total SM Elapsed Cycles","cycle","2481996438",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Average SMSP Active Cycles","cycle","19097822.67",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","GPU and Memory Workload Distribution","Total SMSP Elapsed Cycles","cycle","9927985752",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Source Counters","Branch Instructions Ratio","%","0.06",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Source Counters","Branch Instructions","inst","187433056",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Source Counters","Branch Efficiency","%","40.03",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","Source Counters","Avg. Divergent Branches","","99712",
"0","7730","python3.10","127.0.0.1","kernel_unified_attention_2d","1","7","(128, 1, 1)","(2049, 8, 1)","0","8.9","SourceCounters","","","","UncoalescedSharedAccess","OPT","This kernel has uncoalesced shared accesses resulting in a total of 67371008 excessive wavefronts (6% of the total 1184235520 wavefronts). Check the L1 Wavefronts Shared Excessive table for the primary source locations. The CUDA Best Practices Guide (https://docs.nvidia.com/cuda/cuda-c-best-practices-guide/index.html#shared-memory-in-matrix-multiplication-c-ab) has an example on optimizing shared memory accesses.","global","5.602"
